token,entity
incisor,body_part_organ_or_organ_component
hemin,drug
tendon,anatomy
danazol,pharmacologic_substance
interferon-beta,pharmacologic_substance
quin2,pharmacologic_substance
6-azauracil,pharmacologic_substance
emepronium,pharmacologic_substance
neocarzinostatin,pharmacologic_substance
eyelid,body_part_organ_or_organ_component
hyperparathyroidism,disease_or_syndrome
pifithrin-alpha,pharmacologic_substance
oxotremorine,drug
tizanidine,drug
z-vad-fmk,pharmacologic_substance
diclofenac,drug
cholangiocarcinomas,disease
cotrimoxazole,drug
alamifovir,pharmacologic_substance
vinorine,drug
umbelliferone,drug
esculetin,pharmacologic_substance
cheilitis,disease
hypertrichosis,disease
urbason,drug
arteriosclerosis,disease
zstk474,pharmacologic_substance
modafinil,pharmacologic_substance
telmisartan,drug
lumefantrine,pharmacologic_substance
demeclocycline,drug
gip,pharmacologic_substance
cyclomaltooctaose,pharmacologic_substance
elotuzumab,drug
levobupivacaine,pharmacologic_substance
cystadenoma,disease
kd025,pharmacologic_substance
mk-571,drug
muparfostat,pharmacologic_substance
quinapyramine,drug
histiocytoses,disease
rasal,drug
otoliths,body_part_organ_or_organ_component
ortho-nitroaniline,drug
vs-4718,drug
cbl0137,pharmacologic_substance
ci-980,drug
berenil,drug
mexiletine,drug
florfenicol,drug
bricanyl,pharmacologic_substance
dentition,anatomy
oxyclozanide,drug
phenothrin,drug
doripenem,drug
y27632,drug
sch79797,pharmacologic_substance
alpinetin,pharmacologic_substance
barbamide,drug
dihydroequilin,pharmacologic_substance
sn-6999,pharmacologic_substance
sch-23390,drug
25i-nbome,drug
abt-888,drug
trali,disease
oxymatrine,pharmacologic_substance
forteo,pharmacologic_substance
trapoxin,drug
zanaflex,pharmacologic_substance
alpha-cyclodextrin,drug
backache,disease
zibotentan,pharmacologic_substance
pimavanserin,pharmacologic_substance
beta-escin,drug
qlt0267,drug
dihydrofluorescein,pharmacologic_substance
bnp7787,drug
cholesteatomas,disease
9-hydroxyrisperidone,pharmacologic_substance
ltx-315,pharmacologic_substance
ravtansine,pharmacologic_substance
hepatitides,disease
ns2028,pharmacologic_substance
ly309887,drug
bakuchiol,drug
glycine,pharmacologic_substance
leucine,pharmacologic_substance
muscimol,pharmacologic_substance
melengestrol,pharmacologic_substance
cardiomyopathy,disease_or_syndrome
hyperuricemia,disease_or_syndrome
imidodiphosphate,pharmacologic_substance
hippurate,drug
flurbiprofen,pharmacologic_substance
mandibles,anatomy
norgestrel,pharmacologic_substance
irinotecan,pharmacologic_substance
cppn,drug
6-ohda,pharmacologic_substance
bosentan,drug
patupilone,drug
antarelix,drug
seocalcitol,drug
edaravone,pharmacologic_substance
methylhydroxyethylcellulose,drug
choroid,anatomy
proscar,pharmacologic_substance
appendicitis,disease
tmj,anatomy
mesalamine,pharmacologic_substance
psc833,drug
quinupristin-dalfopristin,pharmacologic_substance
micafungin,drug
uc-10,pharmacologic_substance
differine,drug
lymphoceles,disease
myopia,disease
skf81297,pharmacologic_substance
2-arachidonoyl-glycerol,pharmacologic_substance
folliculin,pharmacologic_substance
sdm,drug
hoof,anatomy
meclizine,pharmacologic_substance
aconitine,drug
pgi,pharmacologic_substance
polydipsia,disease
belviq,pharmacologic_substance
premolar,body_part_organ_or_organ_component
lexapro,drug
ledipasvir,pharmacologic_substance
fostamatinib,drug
ziprazidone,pharmacologic_substance
mibg,pharmacologic_substance
triethylenetetramine,pharmacologic_substance
arthropathies,disease_or_syndrome
pectins,pharmacologic_substance
glaucarubin,drug
amyloidoses,disease
geniposide,drug
caseins,drug
canagliflozin,pharmacologic_substance
spondylarthritis,disease
citicoline,drug
citronellol,pharmacologic_substance
theobromine,drug
vm26,pharmacologic_substance
mag-fura-2,drug
almorexant,pharmacologic_substance
epz-6438,pharmacologic_substance
dimenhydrinate,drug
resatorvid,pharmacologic_substance
jnj-26481585,drug
tocolytics,drug
mdf,drug
meso-1-ptcl2,drug
patanol,drug
patanol,pharmacologic_substance
paracoccidioidomycosis,disease
acldl,drug
choledocholithiasis,disease_or_syndrome
as101,pharmacologic_substance
keishi-bukuryo-gan,drug
bpam521,drug
palmitoylethanolamide,pharmacologic_substance
arg-tyr-leu-pro-thr,drug
ispinesib,drug
santonin,drug
eicar,drug
fluoxymesterone,drug
amosulalol,pharmacologic_substance
sk-7041,pharmacologic_substance
methylbenzoprim,pharmacologic_substance
csl360,pharmacologic_substance
blastomycosis,disease_or_syndrome
zyma,drug
tricaine,drug
ocotillol,drug
urolithiasis,disease_or_syndrome
encorton,pharmacologic_substance
cin,neoplastic_process
glucose,pharmacologic_substance
forebrain,anatomy
moxisylyte,pharmacologic_substance
leukocytosis,disease_or_syndrome
capillaries,anatomy
aemi,pharmacologic_substance
acetaminophen,pharmacologic_substance
ethylenediamine,pharmacologic_substance
urothelium,anatomy
dimercaprol,drug
k18,pharmacologic_substance
epothilones,pharmacologic_substance
isochromosome,anatomy
finasteride,drug
hepatoblastomas,disease
tamsulosin,drug
tamsulosin,pharmacologic_substance
ondansetron,drug
pemetrexed,drug
pirfenidone,drug
sitaxsentan,drug
aidsvax,pharmacologic_substance
amn107,pharmacologic_substance
thiosemicarbazide,drug
triploid,disease
m40,pharmacologic_substance
mcnu,drug
fenretinide,pharmacologic_substance
lipoma,disease
ubiquinone,pharmacologic_substance
sp-8-br-camps,drug
mctd,disease_or_syndrome
zd7288,pharmacologic_substance
tha,drug
fty720,pharmacologic_substance
poloxamers,drug
homatropine,pharmacologic_substance
calixarene,pharmacologic_substance
noscapine,pharmacologic_substance
chondromatosis,disease
2-hga,disease
iopamidol,drug
keratocyst,disease
dermoid,neoplastic_process
norbuprenorphine,pharmacologic_substance
phaeohyphomycosis,disease
tranilast,drug
gant61,drug
paraganglioma,neoplastic_process
asp2215,drug
glucans,pharmacologic_substance
mk-2206,drug
rasal,pharmacologic_substance
pupils,anatomy
phoxim,pharmacologic_substance
pyrazoles,pharmacologic_substance
calixarenes,pharmacologic_substance
beta-carboline,drug
l-fmau,drug
nvp-bsk805,drug
lubeluzole,pharmacologic_substance
voltarol,pharmacologic_substance
fotemustine,drug
leukine,drug
epimedii,drug
voglibose,pharmacologic_substance
anisometropia,disease_or_syndrome
diketopiperazines,drug
laquinimod,pharmacologic_substance
arabinosyl-5-azacytosine,drug
luzopeptin,pharmacologic_substance
varau,pharmacologic_substance
mi-219,pharmacologic_substance
gzd856,drug
alitretinoin,drug
areola,body_part_organ_or_organ_component
hochu-ekki-to,drug
mibefradil,pharmacologic_substance
lp-920540,drug
sulfisoxazole,pharmacologic_substance
z-100,pharmacologic_substance
beta-tocotrienol,pharmacologic_substance
fti-277,pharmacologic_substance
maspin,drug
aurone,drug
cprg-hcl,drug
pseudolymphoma,neoplastic_process
valpromide,pharmacologic_substance
spirolactone,pharmacologic_substance
sarcoglycanopathies,disease
glu-trp,drug
elspar,drug
ap1903,drug
hgi2,pharmacologic_substance
aki603,drug
euphol,drug
ltx-401,pharmacologic_substance
fml,drug
dofetilide,pharmacologic_substance
hand,body_part_organ_or_organ_component
cytostatics,pharmacologic_substance
thyroid,body_part_organ_or_organ_component
adenomas,disease
nitrofurantoin,pharmacologic_substance
deoxycoformycin,drug
cartilage,tissue
pilocarpine,pharmacologic_substance
meninges,body_part_organ_or_organ_component
breathlessness,disease
2-amino-5-ethylidene-1-methylimidazol-4-one,pharmacologic_substance
pyoderma,disease_or_syndrome
injuries,disease
quinpirole,pharmacologic_substance
bmy-28090,drug
collagenase,pharmacologic_substance
sympathomimetics,drug
polyfructose,pharmacologic_substance
isosorbide,pharmacologic_substance
putamen,body_part_organ_or_organ_component
amygdala,body_part_organ_or_organ_component
encephalitis,disease
chlorozotocin,drug
paraldehyde,drug
vertebrae,body_part_organ_or_organ_component
lmwh,drug
variola,disease
enfuvirtide,pharmacologic_substance
col1a2,pharmacologic_substance
mifepristone,drug
pixantrone,drug
2-iminothiolane,drug
nose,anatomy
larynx,anatomy
parthenolide,pharmacologic_substance
caerulein,drug
17-aminogeldanamycin,pharmacologic_substance
alamifovir,drug
probimane,pharmacologic_substance
tylosin,drug
hyperemia,disease_or_syndrome
hydroperoxide,drug
cgp-37849,drug
bcma,drug
osimertinib,pharmacologic_substance
carbazeran,drug
otalgia,disease
anhidrosis,disease_or_syndrome
valrubicin,drug
zelmac,drug
bezafibrate,drug
ciclopirox,pharmacologic_substance
secoisolariciresinol,drug
patuletin,drug
biosimilars,pharmacologic_substance
turbinate,anatomy
enoxaparine,drug
azd1208,drug
nc-6300,pharmacologic_substance
propafenone,drug
rhodioloside,pharmacologic_substance
monochlorobenzene,drug
choroids,body_part_organ_or_organ_component
kefiran,drug
pentosidine,pharmacologic_substance
imidocarb,pharmacologic_substance
ibmx,pharmacologic_substance
ski-178,pharmacologic_substance
n-acetoxy-phip,pharmacologic_substance
arthrosis,disease_or_syndrome
hermaphroditism,disease
claws,body_part_organ_or_organ_component
tuberculoma,disease_or_syndrome
methoxetamine,drug
dimethylaminomicheliolide,pharmacologic_substance
n-butyltin,drug
bwa509u,pharmacologic_substance
3-o-tetradecanoylingenol,drug
osteochondrosis,disease
cryofibrinogenemia,disease
epac,pharmacologic_substance
entomophthoramycosis,disease_or_syndrome
avonex,drug
valtrate,pharmacologic_substance
ggstop,drug
flovent,pharmacologic_substance
aliskiren,drug
25-hydroxycholecalciferol,drug
5-htp,pharmacologic_substance
mitiglinide,drug
benzomorphan,pharmacologic_substance
arcaine,pharmacologic_substance
castalagin,pharmacologic_substance
pyrimethanil,pharmacologic_substance
gynecomastia,disease_or_syndrome
3-aminoharman,drug
5-fluoropyrimidin-2-one,drug
hidrocystoma,neoplastic_process
cp-96345,pharmacologic_substance
purpurogallin,pharmacologic_substance
bactobolin,drug
cytogam,drug
pain,disease
hydronephrosis,disease
2-propanol,drug
beta-galactosidase,drug
fazarabine,drug
cholate,drug
kw-3049,drug
acivicin,drug
cytarabine,drug
dactinomycin,drug
ribs,body_part_organ_or_organ_component
ganglioneuroblastomas,neoplastic_process
bupivacaine,pharmacologic_substance
bendectin,pharmacologic_substance
helium,drug
carcinoid,disease
dutasteride,drug
levodopa,pharmacologic_substance
bexxar,pharmacologic_substance
epiphora,disease
carboxymethylcellulose,drug
memantine,pharmacologic_substance
hyaluronidase,pharmacologic_substance
adrenomyeloneuropathy,disease_or_syndrome
tauopathy,disease
rectum,anatomy
cortivazol,pharmacologic_substance
aq4n,pharmacologic_substance
hemianopia,disease_or_syndrome
ulna,body_part_organ_or_organ_component
neurosarcoidosis,disease
lanreotide,drug
hyperemia,disease
propionamide,pharmacologic_substance
2-aminoindane,pharmacologic_substance
trimethylene,drug
axitinib,pharmacologic_substance
oxypeucedanin,drug
lamisil,pharmacologic_substance
trichinosis,disease_or_syndrome
anti-allergics,drug
dapagliflozin,pharmacologic_substance
neuroprotectants,drug
corilagin,pharmacologic_substance
wye-354,pharmacologic_substance
acetovanillone,drug
mirtazapine,pharmacologic_substance
tbhq,pharmacologic_substance
simethicone,pharmacologic_substance
scabies,disease
pruritis,disease
hesperetin,drug
angiokeratomas,disease
2-hydroxy-5-nitrobenzaldehyde,pharmacologic_substance
enmd-2076,pharmacologic_substance
chlorzoxazone,drug
ketalar,drug
granocyte,pharmacologic_substance
dppd,pharmacologic_substance
anapsos,pharmacologic_substance
melanotropin,pharmacologic_substance
aracytidine,drug
papilledema,disease_or_syndrome
carbinoxamine,pharmacologic_substance
liposarcomas,neoplastic_process
udp-4,drug
tongues,anatomy
pyrrolidinedithiocarbamate,drug
etorphine,pharmacologic_substance
npff,pharmacologic_substance
p-boronophenylalanine,drug
omasum,body_part_organ_or_organ_component
penicilloate,drug
calciol,drug
noroxycodone,pharmacologic_substance
urethritis,disease
unc2025,drug
guanylin,drug
gliosarcomas,disease
4-methylglutamate,drug
pkh-26,pharmacologic_substance
apaziquone,drug
mdv-3100,drug
mdv-3100,pharmacologic_substance
apricitabine,drug
6-methylprednisolone,pharmacologic_substance
solumedrol,drug
u50488,drug
elidel,pharmacologic_substance
dfna28,disease
ethamsylate,pharmacologic_substance
tripelennamine,pharmacologic_substance
gw870086x,drug
pf-114,pharmacologic_substance
methenolone,pharmacologic_substance
myofibromatosis,disease
s14161,pharmacologic_substance
bms-936558,drug
veins,anatomy
spine,anatomy
tissues,anatomy
appendix,body_part_organ_or_organ_component
tetramethylammonium,drug
granuloma,disease
imap,pharmacologic_substance
flunarizine,drug
benzhydramine,pharmacologic_substance
medroxyprogesterone,pharmacologic_substance
vasopressin,drug
retinol,pharmacologic_substance
stomachs,anatomy
acne,disease
procaine,drug
landiolol,pharmacologic_substance
pheniramine,pharmacologic_substance
nesiritide,drug
ezetimibe,pharmacologic_substance
pralmorelin,drug
sti571,pharmacologic_substance
fancd1,disease
nds,pharmacologic_substance
peg-asparaginase,pharmacologic_substance
ggti-298,drug
aitc,drug
umbelliferone,pharmacologic_substance
r116010,drug
cyproheptadine,pharmacologic_substance
cpw399,pharmacologic_substance
labyrinth,body_part_organ_or_organ_component
nisin,pharmacologic_substance
ldn193189,drug
trametinib,drug
trihexyphenidyl,drug
cryptosporidiosis,disease
hypoacusis,disease_or_syndrome
reineckate,pharmacologic_substance
peri-implantitis,disease_or_syndrome
21-deoxycortisol,drug
nafamostat,pharmacologic_substance
coinfections,disease_or_syndrome
coq10,drug
khco3,pharmacologic_substance
apocynin,pharmacologic_substance
fascioliasis,disease_or_syndrome
apeced,disease_or_syndrome
lentigo,disease
phoxim,drug
salutaridine,drug
daunoform,drug
adiphenine,pharmacologic_substance
lasiokaurin,pharmacologic_substance
anetoderma,disease_or_syndrome
paraplegias,disease
9h-carbazole,pharmacologic_substance
sr48692,drug
2-propanone,pharmacologic_substance
wp1066,drug
pvas,pharmacologic_substance
gx15-070,pharmacologic_substance
endometria,anatomy
biomet,pharmacologic_substance
3-nitropropionate,drug
gliosarcomas,neoplastic_process
mc1288,pharmacologic_substance
xr9576,pharmacologic_substance
formyl-leurosine,pharmacologic_substance
kar-2,drug
bn80915,drug
pf-00299804,drug
abetimus,pharmacologic_substance
isoxicam,pharmacologic_substance
abt-089,drug
17-allylaminogeldanamycin,pharmacologic_substance
pilomatricoma,neoplastic_process
immepip,drug
3-hydroxykynurenine,drug
pf-00477736,pharmacologic_substance
oracin,pharmacologic_substance
liriodendrin,pharmacologic_substance
anemia,disease
polycythemia,disease_or_syndrome
leupeptin,pharmacologic_substance
charcoal,drug
menadione,pharmacologic_substance
nsc-349174,drug
254-s,pharmacologic_substance
dipyridamole,pharmacologic_substance
stroke,disease
navelbine,pharmacologic_substance
thiabendazole,drug
ticlopidine,drug
kainate,drug
seizure,disease
methylnitrosocyanamide,drug
l-phenylalanine,pharmacologic_substance
tonsils,body_part_organ_or_organ_component
galactorrhea,disease
zd1839,pharmacologic_substance
epigallocatechin-3-gallate,drug
decitabine,pharmacologic_substance
hla-g,pharmacologic_substance
hyoscine,drug
etoricoxib,drug
glybenclamide,drug
r115777,pharmacologic_substance
norharman,drug
mkt-077,pharmacologic_substance
su5416,pharmacologic_substance
adenitis,disease
paragangliomas,disease
denosumab,drug
terazosin,pharmacologic_substance
anhidrosis,disease
solifenacin,drug
348u87,drug
olsalazine,drug
zelnorm,pharmacologic_substance
crizotinib,drug
trimethoprim-sulfamethoxazole,drug
letermovir,pharmacologic_substance
biosimilars,drug
flucloxacillin,drug
combs,anatomy
apalutamide,pharmacologic_substance
panipenem,pharmacologic_substance
m-aminophenol,pharmacologic_substance
secukinumab,pharmacologic_substance
glycochenodeoxycholate,drug
d-tubocurarine,pharmacologic_substance
2-piperidone,drug
sertindole,pharmacologic_substance
19-norprogesterone,pharmacologic_substance
isopulegol,pharmacologic_substance
hypophosphatasia,disease
antiperspirant,pharmacologic_substance
osthol,pharmacologic_substance
negletein,drug
kala-azar,disease
cyt387,drug
allantoin,pharmacologic_substance
jb-11,pharmacologic_substance
triaziquone,pharmacologic_substance
isoprothiolane,drug
arteether,drug
humira,drug
arsphenamine,pharmacologic_substance
encephalomalacia,disease
pulvinar,body_part_organ_or_organ_component
thiazolobenzimidazole,drug
triethylenephosphoramide,pharmacologic_substance
daphnoretin,drug
anti-malarials,pharmacologic_substance
flurothyl,drug
mastocytoses,disease
dihydrexidine,pharmacologic_substance
mipomersen,pharmacologic_substance
tefinostat,drug
bimolane,pharmacologic_substance
ezogabine,pharmacologic_substance
leptospermone,drug
treanda,pharmacologic_substance
5-hydroxy-2-methylchroman-4-one,drug
melanosis,disease
endoglycosidases,drug
leukopenia,disease_or_syndrome
epithelium,tissue
eo-9,pharmacologic_substance
oxantrazole,drug
testis,body_part_organ_or_organ_component
anhydromaggiemycin,drug
oliguria,disease
halofantrine,pharmacologic_substance
